"Name","PlayerID","Year","Tm","Age","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","USG","Rank","First","Pts.Won","Pts.Max","Share","MVP"
"Tim Duncan","duncati01",2012,"SAS",35,58,0.757575757575758,0.878787878787879,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174,53.1,0.2,4.3,4.5,26.2,14,0,3,1210,0.002,0
"Joe Johnson","johnsjo02",2012,"ATL",30,60,0.606060606060606,0.909090909090909,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,55.7,3.4,-1.2,2.2,24.9,15,0,1,1210,0.001,0
"Derrick Rose","rosede01",2011,"CHI",22,81,0.75609756097561,0.98780487804878,37.4,25,4.1,7.7,1,0.6,0.445,0.332,0.858,13.1,0.208,55,5.4,-0.4,5.1,32.2,1,113,1182,1210,0.977,1
"Dwight Howard","howardw01",2011,"ORL",25,78,0.634146341463415,0.951219512195122,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,0.235,61.6,1.1,5.3,6.4,27.2,2,3,643,1210,0.531,0
"LeBron James","jamesle01",2011,"MIA",26,79,0.707317073170732,0.963414634146341,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,0.244,59.4,6.4,1.5,7.8,31.5,3,4,522,1210,0.431,0
"Kobe Bryant","bryanko01",2011,"LAL",32,82,0.695121951219512,1,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,54.8,4.7,-1.2,3.5,35.1,4,1,428,1210,0.354,0
"Kevin Durant","duranke01",2011,"OKC",22,78,0.670731707317073,0.951219512195122,38.9,27.7,6.8,2.7,1.1,1,0.462,0.35,0.88,12,0.189,58.9,4.4,-0.5,3.9,30.6,5,0,190,1210,0.157,0
"Dirk Nowitzki","nowitdi01",2011,"DAL",32,73,0.695121951219512,0.890243902439024,34.3,23,7,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213,61.2,4.1,1.9,6,28.2,6,0,113,1210,0.093,0
"Dwyane Wade","wadedw01",2011,"MIA",29,76,0.707317073170732,0.926829268292683,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,58.1,5.5,1.1,6.7,31.6,7,0,24,1210,0.02,0
"Manu Ginóbili","ginobma01",2011,"SAS",33,80,0.74390243902439,0.975609756097561,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,58.1,6.2,1.7,7.8,26,8,0,20,1210,0.017,0
"Amar'e Stoudemire","stoudam01",2011,"NYK",28,78,0.51219512195122,0.951219512195122,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8,0.134,56.5,0.6,-1.8,-1.1,30.9,9,0,9,1210,0.007,0
"Blake Griffin","griffbl01",2011,"LAC",21,82,0.390243902439024,1,38,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,54.9,1.7,0.4,2.1,27.3,10,0,5,1210,0.004,0
"Rajon Rondo","rondora01",2011,"BOS",24,68,0.682926829268293,0.829268292682927,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,49.5,2,2.1,4.1,18.3,10,0,5,1210,0.004,0
"Tony Parker","parketo01",2011,"SAS",28,78,0.74390243902439,0.951219512195122,32.4,17.5,3.1,6.6,1.2,0,0.519,0.357,0.769,8.2,0.156,56.9,2.2,0.3,2.5,25.5,12,0,3,1210,0.002,0
"Chris Paul","paulch01",2011,"NOH",25,80,0.560975609756098,0.975609756097561,36,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232,57.8,6.4,2.5,8.9,21.1,13,0,2,1210,0.002,0
"LeBron James","jamesle01",2010,"CLE",25,76,0.74390243902439,0.926829268292683,39,29.7,7.3,8.6,1.6,1,0.503,0.333,0.767,18.5,0.299,60.4,9.5,2.2,11.7,33.5,1,116,1205,1230,0.98,1
"Kevin Durant","duranke01",2010,"OKC",21,82,0.609756097560976,1,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238,60.7,5.6,1.9,7.4,32,2,4,609,1230,0.495,0
"Kobe Bryant","bryanko01",2010,"LAL",31,73,0.695121951219512,0.890243902439024,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16,54.5,3.6,1.1,4.7,32.3,3,0,599,1230,0.487,0
"Dwight Howard","howardw01",2010,"ORL",24,82,0.719512195121951,1,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,0.223,63,1.1,4.8,5.9,23.9,4,3,478,1230,0.389,0
"Dwyane Wade","wadedw01",2010,"MIA",28,77,0.573170731707317,0.939024390243902,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,0.224,56.2,7.1,1.8,8.9,34.9,5,0,119,1230,0.097,0
"Carmelo Anthony","anthoca01",2010,"DEN",25,69,0.646341463414634,0.841463414634146,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,54.8,3.3,-0.6,2.6,33.4,6,0,65,1230,0.053,0
"Dirk Nowitzki","nowitdi01",2010,"DAL",31,81,0.670731707317073,0.98780487804878,37.5,25,7.7,2.7,0.9,1,0.481,0.421,0.915,12.3,0.194,57.8,2,0.7,2.7,28.8,7,0,55,1230,0.045,0
"Steve Nash","nashst01",2010,"PHO",35,81,0.658536585365854,0.98780487804878,32.8,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,9.9,0.178,61.5,6.6,-1.9,4.7,22.9,8,0,49,1230,0.04,0
"Deron Williams","willide01",2010,"UTA",25,76,0.646341463414634,0.926829268292683,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,57.4,5.4,0.1,5.5,23.8,9,0,7,1230,0.006,0
"Amar'e Stoudemire","stoudam01",2010,"PHO",27,82,0.658536585365854,1,34.6,23.1,8.9,1,0.6,1,0.557,0.167,0.771,10.7,0.181,61.5,1.9,-1.3,0.6,27.3,10,0,5,1230,0.004,0
"Manu Ginóbili","ginobma01",2010,"SAS",32,75,0.609756097560976,0.914634146341463,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,58.4,5.9,0.9,6.7,25.8,11,0,3,1230,0.002,0
"Chauncey Billups","billuch01",2010,"DEN",33,73,0.646341463414634,0.890243902439024,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182,60.1,4.4,-1.3,3,24.3,12,0,1,1230,0.001,0
"Chris Bosh","boshch01",2010,"TOR",25,70,0.48780487804878,0.853658536585366,36.1,24,10.8,2.4,0.6,1,0.518,0.364,0.797,9.6,0.182,59.2,2.5,-0.4,2.1,28.7,12,0,1,1230,0.001,0
"Stephen Jackson","jacksst02",2010,"CHA",31,81,0.536585365853659,0.98780487804878,38.6,20.6,5,3.7,1.6,0.5,0.423,0.328,0.779,5,0.077,49.9,-0.6,-1.4,-2,25,12,0,1,1230,0.001,0
"Joe Johnson","johnsjo02",2010,"ATL",28,76,0.646341463414634,0.926829268292683,38,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14,53.8,4,-1.6,2.4,26.3,12,0,1,1230,0.001,0
"LeBron James","jamesle01",2009,"CLE",24,81,0.804878048780488,0.98780487804878,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,59.1,8.7,3.3,11.9,33.8,1,109,1172,1210,0.969,1
"Kobe Bryant","bryanko01",2009,"LAL",30,82,0.792682926829268,1,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,56.1,5.5,0.5,6,32.2,2,2,698,1210,0.577,0
"Dwyane Wade","wadedw01",2009,"MIA",27,79,0.524390243902439,0.963414634146341,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,57.4,7.2,2.5,9.7,36.2,3,7,680,1210,0.562,0
"Dwight Howard","howardw01",2009,"ORL",23,79,0.719512195121951,0.963414634146341,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,0.234,60,0.3,4.6,4.9,26.1,4,1,328,1210,0.271,0
"Chris Paul","paulch01",2009,"NOH",23,78,0.597560975609756,0.951219512195122,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292,59.9,8.7,3.9,12.7,27.5,5,2,192,1210,0.159,0
"Chauncey Billups","billuch01",2009,"DEN",32,79,0.658536585365854,0.963414634146341,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,49.2,2.4,-0.3,2,20,6,0,33,1210,0.027,0
"Paul Pierce","piercpa01",2009,"BOS",31,81,0.75609756097561,0.98780487804878,37.5,20.5,5.6,3.6,1,0.3,0.457,0.391,0.83,10.3,0.164,58.2,2,0.8,2.7,25.4,7,0,21,1210,0.017,0
"Tony Parker","parketo01",2009,"SAS",26,72,0.658536585365854,0.878048780487805,34.1,22,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,55.6,3.5,0,3.5,31.7,8,0,9,1210,0.007,0
"Brandon Roy","roybr01",2009,"POR",24,78,0.658536585365854,0.951219512195122,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,57.3,6,0.4,6.4,27.4,9,0,7,1210,0.006,0
"Dirk Nowitzki","nowitdi01",2009,"DAL",30,81,0.609756097560976,0.98780487804878,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,56.4,1.7,-0.2,1.5,30.3,10,0,3,1210,0.002,0
"Tim Duncan","duncati01",2009,"SAS",32,75,0.658536585365854,0.914634146341463,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191,54.9,0.5,3.5,4,28.5,11,0,2,1210,0.002,0
"Yao Ming","mingya01",2009,"HOU",28,77,0.646341463414634,0.939024390243902,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,0.196,61.8,0.5,3.5,4,26.2,12,0,1,1210,0.001,0
"Kobe Bryant","bryanko01",2008,"LAL",29,82,0.695121951219512,1,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,57.6,5.8,1.3,7.1,31.4,1,82,1100,1260,0.873,1
"Chris Paul","paulch01",2008,"NOH",22,80,0.682926829268293,0.975609756097561,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,57.6,8.7,1.1,9.8,25.7,2,28,894,1260,0.71,0
"Kevin Garnett","garneke01",2008,"BOS",31,71,0.804878048780488,0.865853658536585,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265,58.8,3,5.2,8.2,25.5,3,15,670,1260,0.532,0
"LeBron James","jamesle01",2008,"CLE",23,75,0.548780487804878,0.914634146341463,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,56.8,7.1,1.5,8.6,33.5,4,1,438,1260,0.348,0
"Dwight Howard","howardw01",2008,"ORL",22,82,0.634146341463415,1,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2,61.9,0.5,2.2,2.7,24.2,5,0,60,1260,0.048,0
"Amar'e Stoudemire","stoudam01",2008,"PHO",25,79,0.670731707317073,0.963414634146341,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,65.6,4,0,4,28.2,6,0,27,1260,0.021,0
"Tim Duncan","duncati01",2008,"SAS",31,78,0.682926829268293,0.951219512195122,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201,54.6,1.2,4.1,5.3,28.2,7,0,25,1260,0.02,0
"Tracy McGrady","mcgratr01",2008,"HOU",28,66,0.670731707317073,0.804878048780488,37,21.6,5.1,5.9,1,0.5,0.419,0.292,0.684,5.8,0.115,48.7,1.9,0.4,2.4,30.4,8,0,19,1260,0.015,0
"Steve Nash","nashst01",2008,"PHO",33,81,0.670731707317073,0.98780487804878,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,64.1,6.9,-1.6,5.3,22,9,0,18,1260,0.014,0
"Manu Ginóbili","ginobma01",2008,"SAS",30,74,0.682926829268293,0.902439024390244,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,61.2,5.9,3.1,9,28.7,10,0,9,1260,0.007,0
"Dirk Nowitzki","nowitdi01",2008,"DAL",29,77,0.621951219512195,0.939024390243902,36,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223,58.5,4.5,1,5.5,28.8,11,0,5,1260,0.004,0
"Deron Williams","willide01",2008,"UTA",23,82,0.658536585365854,1,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,59.5,5.2,-0.8,4.4,23.1,12,0,4,1260,0.003,0
"Carmelo Anthony","anthoca01",2008,"DEN",23,77,0.609756097560976,0.939024390243902,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14,56.8,2.1,-1.3,0.8,30.2,13,0,3,1260,0.002,0
"Carlos Boozer","boozeca01",2008,"UTA",26,81,0.658536585365854,0.98780487804878,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0,0.738,10.2,0.173,58.1,2.4,-0.2,2.2,26.6,14,0,1,1260,0.001,0
"Antawn Jamison","jamisan01",2008,"WAS",31,79,0.524390243902439,0.963414634146341,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144,52.5,2.4,0.1,2.5,25.9,14,0,1,1260,0.001,0
"Paul Pierce","piercpa01",2008,"BOS",30,80,0.804878048780488,0.975609756097561,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,59.9,4.1,1.8,5.9,24.8,14,0,1,1260,0.001,0
"Rasheed Wallace","wallara01",2008,"DET",33,77,0.719512195121951,0.939024390243902,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,52.3,-0.2,4.7,4.5,20.5,14,0,1,1260,0.001,0
"Dirk Nowitzki","nowitdi01",2007,"DAL",28,78,0.817073170731707,0.951219512195122,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,60.5,5.8,0.4,6.2,28.9,1,83,1138,1290,0.882,1
"Steve Nash","nashst01",2007,"PHO",32,76,0.74390243902439,0.926829268292683,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,65.4,7.6,-1.1,6.5,22.9,2,44,1013,1290,0.785,0
"Kobe Bryant","bryanko01",2007,"LAL",28,77,0.51219512195122,0.939024390243902,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199,58,6,-0.2,5.8,33.6,3,2,521,1290,0.404,0
"Tim Duncan","duncati01",2007,"SAS",30,80,0.707317073170732,0.975609756097561,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23,57.9,2.1,5.3,7.4,27.9,4,0,286,1290,0.222,0
"LeBron James","jamesle01",2007,"CLE",22,78,0.609756097560976,0.951219512195122,40.9,27.3,6.7,6,1.6,0.7,0.476,0.319,0.698,13.7,0.206,55.2,4.6,2.5,7.1,31,5,0,183,1290,0.142,0
"Tracy McGrady","mcgratr01",2007,"HOU",27,71,0.634146341463415,0.865853658536585,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,51.5,3.8,0.4,4.2,35,6,0,110,1290,0.085,0
"Chris Bosh","boshch01",2007,"TOR",22,69,0.573170731707317,0.841463414634146,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,57.7,1.2,0.4,1.6,26.7,7,0,43,1290,0.033,0
"Gilbert Arenas","arenagi01",2007,"WAS",25,74,0.5,0.902439024390244,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177,56.5,6.2,0.1,6.2,31.4,8,0,31,1290,0.024,0
"Carlos Boozer","boozeca01",2007,"UTA",25,74,0.621951219512195,0.902439024390244,34.6,20.9,11.7,3,0.9,0.3,0.561,NA,0.685,9.9,0.185,58.8,2.9,0.3,3.2,26.5,9,0,7,1290,0.005,0
"Kevin Garnett","garneke01",2007,"MIN",30,76,0.390243902439024,0.926829268292683,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,54.6,2.2,3.6,5.8,27.4,9,0,7,1290,0.005,0
"Chauncey Billups","billuch01",2007,"DET",30,70,0.646341463414634,0.853658536585366,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,59.1,5.8,-0.2,5.6,21.5,11,0,4,1290,0.003,0
"Shaquille O'Neal","onealsh01",2007,"MIA",34,40,0.536585365853659,0.48780487804878,28.4,17.3,7.4,2,0.2,1.4,0.591,NA,0.422,2.8,0.119,56.7,-0.6,0.2,-0.4,29.4,12,0,3,1290,0.002,0
"Dwyane Wade","wadedw01",2007,"MIA",25,51,0.536585365853659,0.621951219512195,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,58.3,5.3,1.3,6.6,34.7,12,0,3,1290,0.002,0
"Amar'e Stoudemire","stoudam01",2007,"PHO",24,82,0.74390243902439,1,32.8,20.4,9.6,1,1,1.3,0.575,0,0.781,11.2,0.201,63.7,0.4,0,0.4,25.8,14,0,2,1290,0.002,0
"Carmelo Anthony","anthoca01",2007,"DEN",22,65,0.548780487804878,0.792682926829268,38.2,28.9,6,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,55.2,3.1,-1.9,1.2,33.4,15,0,1,1290,0.001,0
"Baron Davis","davisba01",2007,"GSW",27,63,0.51219512195122,0.768292682926829,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,53,3.5,1.9,5.4,26.5,15,0,1,1290,0.001,0
"Tony Parker","parketo01",2007,"SAS",24,77,0.707317073170732,0.939024390243902,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,57.2,2.2,0,2.2,27.4,15,0,1,1290,0.001,0
"Steve Nash","nashst01",2006,"PHO",31,79,0.658536585365854,0.963414634146341,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,63.2,6.5,-0.9,5.7,23.3,1,57,924,1250,0.739,1
"LeBron James","jamesle01",2006,"CLE",21,79,0.609756097560976,0.963414634146341,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,56.8,6.9,0.9,7.8,33.6,2,16,688,1250,0.55,0
"Dirk Nowitzki","nowitdi01",2006,"DAL",27,81,0.731707317073171,0.98780487804878,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275,58.9,5.9,0,5.9,30,3,14,544,1250,0.435,0
"Kobe Bryant","bryanko01",2006,"LAL",27,80,0.548780487804878,0.975609756097561,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,55.9,7.1,-0.5,6.5,38.7,4,22,483,1250,0.386,0
"Chauncey Billups","billuch01",2006,"DET",29,81,0.780487804878049,0.98780487804878,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,60.2,7.1,-1.2,5.9,22.9,5,15,430,1250,0.344,0
"Dwyane Wade","wadedw01",2006,"MIA",24,75,0.634146341463415,0.914634146341463,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,57.7,6.5,2.4,8.9,32.5,6,0,87,1250,0.07,0
"Elton Brand","brandel01",2006,"LAC",26,79,0.573170731707317,0.963414634146341,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,58,3.2,1.7,4.9,27.7,7,1,50,1250,0.04,0
"Tim Duncan","duncati01",2006,"SAS",29,80,0.768292682926829,0.975609756097561,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,52.3,0.6,3.8,4.4,27.7,8,0,33,1250,0.026,0
"Tony Parker","parketo01",2006,"SAS",23,80,0.768292682926829,0.975609756097561,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,58.4,2.6,0.5,3.1,27.1,9,0,9,1250,0.007,0
"Allen Iverson","iversal01",2006,"PHI",30,72,0.463414634146341,0.878048780487805,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,54.3,4.7,-1,3.7,35.8,10,0,1,1250,0.001,0
"Shawn Marion","mariosh01",2006,"PHO",27,81,0.658536585365854,0.98780487804878,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,59.1,2.3,3,5.4,22.3,10,0,1,1250,0.001,0
